"","Date","Region","monthly_inflation","Unemployment_Rate","wage_growth","Real_GDP_Index","POPTHM","real_wage_growth","pre_2020","pre_mid_2020","post_2020"
"356",2020-12-01,"South Atlantic",0.000650421831550197,0.056,0.032,20779.743,332062,0.0313495781684498,1,1,0
"357",2021-01-01,"South Atlantic",0.00532245605441149,0.058,0.032,21103.554,332007,0.0266775439455885,1,1,1
"358",2021-02-01,"South Atlantic",0.0049100909866097,0.054,0.033,20796.996,331983,0.0280899090133903,1,1,1
"359",2021-03-01,"South Atlantic",0.00652723254664643,0.051,0.031,21279.419,332023,0.0244727674533536,1,1,1
"360",2021-04-01,"South Atlantic",0.00721677181475405,0.047,0.032,21392.051,332089,0.024783228185246,1,1,1
"361",2021-05-01,"South Atlantic",0.00722024981144581,0.047,0.031,21372.924,332161,0.0237797501885542,1,1,1
"362",2021-06-01,"South Atlantic",0.00914096815728666,0.052,0.028,21406.61,332249,0.0188590318427133,1,1,1
"363",2021-07-01,"South Atlantic",0.00500416259456339,0.048,0.027,21534.529,332375,0.0219958374054366,1,1,1
"364",2021-08-01,"South Atlantic",0.00340353499428229,0.046,0.029,21554.189,332506,0.0255964650057177,1,1,1
"365",2021-09-01,"South Atlantic",0.00419063344071656,0.039,0.031,21630.124,332610,0.0268093665592834,1,1,1
"366",2021-10-01,"South Atlantic",0.0102586099047414,0.038,0.031,21910.79,332708,0.0207413900952586,1,1,1
"367",2021-11-01,"South Atlantic",0.00432536663895134,0.034,0.031,21889.444,332806,0.0266746333610487,1,1,1
"368",2021-12-01,"South Atlantic",0.00487040152189036,0.031,0.031,22085.674,332891,0.0261295984781096,1,1,1
"369",2022-01-01,"South Atlantic",0.00957965222268957,0.037,0.035,21919.366,332933,0.0254203477773104,1,1,1
"370",2022-02-01,"South Atlantic",0.0108430492494944,0.034,0.037,21878.75,332972,0.0261569507505056,1,1,1
"371",2022-03-01,"South Atlantic",0.0125560384067057,0.032,0.041,21918.133,333067,0.0284439615932943,1,1,1
"372",2022-04-01,"South Atlantic",0.00314673452078028,0.028,0.041,21942.301,333191,0.0378532654792197,1,1,1
"373",2022-05-01,"South Atlantic",0.0114482840256699,0.03,0.044,21936.131,333317,0.0325517159743301,1,1,1
"374",2022-06-01,"South Atlantic",0.0143281086729362,0.034,0.049,21883.98,333451,0.0346718913270638,1,1,1
"375",2022-07-01,"South Atlantic",0.00192848136213414,0.033,0.053,21953.155,333599,0.0510715186378659,1,1,1
"376",2022-08-01,"South Atlantic",-0.00115979699439835,0.035,0.057,22185.761,333762,0.0581597969943984,1,1,1
"377",2022-09-01,"South Atlantic",0.0027669806970156,0.03,0.06,22066.351,333925,0.0572330193029844,1,1,1
"378",2022-10-01,"South Atlantic",0.00525589645883976,0.031,0.061,22231.955,334071,0.0557441035411602,1,1,1
"379",2022-11-01,"South Atlantic",0.00314521926671464,0.03,0.063,22262.038,334206,0.0598547807332854,1,1,1
"380",2022-12-01,"South Atlantic",-0.00280146262409102,0.027,0.065,22259.166,334326,0.067801462624091,1,1,1
"381",2023-01-01,"South Atlantic",0.0060024989995835,0.032,0.063,22415.615,334433,0.0569975010004165,1,1,1
"382",2023-02-01,"South Atlantic",0.00616151448240032,0.031,0.063,22354.843,334544,0.0568384855175997,1,1,1
"383",2023-03-01,"South Atlantic",0.00459888819860748,0.03,0.064,22444.569,334664,0.0594011118013925,1,1,1
"384",2023-04-01,"South Atlantic",0.00654550127295943,0.025,0.066,22439.623,334792,0.0594544987270406,1,1,1
"385",2023-05-01,"South Atlantic",0.00221020043406103,0.029,0.065,22571.293,334929,0.062789799565939,1,1,1
"386",2023-06-01,"South Atlantic",0.00273874447673257,0.032,0.065,22612.29,335080,0.0622612555232674,1,1,1
"387",2023-07-01,"South Atlantic",0.00148472794543821,0.031,0.062,22692.347,335248,0.0605152720545618,1,1,1
"388",2023-08-01,"South Atlantic",0.00584289972727856,0.033,0.06,22827.169,335431,0.0541571002727214,1,1,1
"389",2023-09-01,"South Atlantic",0.00297935731006597,0.031,0.057,22828.208,335612,0.054020642689934,1,1,1
"390",2023-10-01,"South Atlantic",-0.000793706925682306,0.031,0.057,22801.215,335773,0.0577937069256823,1,1,1
"391",2023-11-01,"South Atlantic",-0.00134486826582781,0.029,0.055,22925.249,335925,0.0563448682658278,1,1,1
"392",2023-12-01,"South Atlantic",-0.000220508903047006,0.029,0.053,23160.058,336070,0.053220508903047,1,1,1
"393",2024-01-01,"South Atlantic",0.00471835590109573,0.032,0.052,22957.423,336194,0.0472816440989043,1,1,1
"394",2024-02-01,"South Atlantic",0.00959623676989419,0.033,0.049,23107.433,336306,0.0394037632301058,1,1,1
"395",2024-03-01,"South Atlantic",0.0043797661018528,0.033,0.047,23100.549,336423,0.0426202338981472,1,1,1
"396",2024-04-01,"South Atlantic",0.000835021416753035,0.03,0.046,23165.934,336550,0.045164978583247,1,1,1
"397",2024-05-01,"South Atlantic",0.00057166694992516,0.031,0.045,23248.626,336687,0.0444283330500748,1,1,1
"398",2024-06-01,"South Atlantic",0.000671710932674406,0.037,0.044,23261.861,336839,0.0433282890673256,1,1,1
"399",2024-07-01,"South Atlantic",0.00231468979298966,0.039,0.045,23385.227,337005,0.0426853102070103,1,1,1
"400",2024-08-01,"South Atlantic",0.000153956291808615,0.04,0.046,23427.13,337185,0.0458460437081914,1,1,1
"401",2018-01-01,"East South Central",0.00552999999999997,0.043,0.031,20001.73,327969,0.02547,0,0,0
"402",2018-02-01,"East South Central",0.00431613179119467,0.043,0.028,20097.48,328085,0.0236838682088053,0,0,0
"403",2018-03-01,"East South Central",0.00323804053987145,0.041,0.03,20032.979,328219,0.0267619594601285,0,0,0
"404",2018-04-01,"East South Central",0.00465878358371013,0.036,0.031,20090.314,328364,0.0263412164162899,0,0,0
"405",2018-05-01,"East South Central",0.00320279802723354,0.037,0.031,20178.485,328521,0.0277972019727665,0,0,0
"406",2018-06-01,"East South Central",0.00090097148229394,0.047,0.033,20182.623,328692,0.0320990285177061,0,0,0
"407",2018-07-01,"East South Central",-9.7843528628093e-06,0.044,0.029,20258.177,328863,0.0290097843528628,0,0,0
"408",2018-08-01,"East South Central",-0.00205473420545393,0.04,0.03,20287.991,329040,0.0320547342054539,0,0,0
"409",2018-09-01,"East South Central",-0.00111772376535635,0.038,0.029,20282.317,329216,0.0301177237653563,0,0,0
"410",2018-10-01,"East South Central",0.00331766114704693,0.037,0.03,20285.465,329379,0.0266823388529531,0,0,0
"411",2018-11-01,"East South Central",-0.00394259271941072,0.035,0.034,20302.399,329527,0.0379425927194107,0,0,0
"412",2018-12-01,"East South Central",-0.00869232129176725,0.037,0.034,20326.767,329659,0.0426923212917673,0,0,0
"413",2019-01-01,"East South Central",0.00185278760316656,0.044,0.036,20439.896,329766,0.0341472123968334,0,0,0
"414",2019-02-01,"East South Central",0.00589422049922865,0.041,0.038,20397.279,329862,0.0321057795007713,0,0,0
"415",2019-03-01,"East South Central",0.00613496932515333,0.04,0.037,20457.77,329977,0.0308650306748467,0,0,0
"416",2019-04-01,"East South Central",0.00200320512820511,0.033,0.038,20529.751,330103,0.0359967948717949,0,0,0
"417",2019-05-01,"East South Central",-0.000838688914678017,0.035,0.04,20572.892,330240,0.040838688914678,0,0,0
"418",2019-06-01,"East South Central",0.000224488799960921,0.043,0.039,20704.215,330393,0.0387755112000391,0,0,0
"419",2019-07-01,"East South Central",0.00240051523253781,0.043,0.039,20808.131,330553,0.0365994847674622,0,0,0
"420",2019-08-01,"East South Central",-0.00130446633698065,0.038,0.038,20841.719,330729,0.0393044663369806,0,0,0
"421",2019-09-01,"East South Central",-0.00188127497806802,0.035,0.036,20880.121,330904,0.037881274978068,0,0,0
"422",2019-10-01,"East South Central",0.000585954666640508,0.035,0.033,20901.125,331066,0.0324140453333595,0,0,0
"423",2019-11-01,"East South Central",0.000712494021882424,0.034,0.03,21031.694,331213,0.0292875059781176,0,0,0
"424",2019-12-01,"East South Central",-0.00101433726714132,0.034,0.03,21023.709,331345,0.0310143372671413,0,0,0
"425",2020-01-01,"East South Central",0.003417101126667,0.041,0.032,20997.514,331443,0.028582898873333,1,0,0
"426",2020-02-01,"East South Central",-4.86494901532989e-05,0.039,0.03,21065.812,331525,0.0300486494901533,1,0,0
"427",2020-03-01,"East South Central",-0.000194607428165494,0.045,0.029,20017.153,331642,0.0291946074281655,1,0,0
"428",2020-04-01,"East South Central",-0.00849626767622704,0.148,0.03,18205.46,331699,0.038496267676227,1,0,0
"429",2020-05-01,"East South Central",-0.00171774082726395,0.116,0.028,18963.824,331701,0.0297177408272639,1,0,0
"430",2020-06-01,"East South Central",0.00686312104854324,0.091,0.028,20003.128,331744,0.0211368789514568,1,0,0
"431",2020-07-01,"East South Central",0.00896475620355276,0.086,0.027,20343.438,331811,0.0180352437964472,1,1,0
"432",2020-08-01,"East South Central",0.00288427104404806,0.067,0.026,20546.906,331885,0.0231157289559519,1,1,0
"433",2020-09-01,"East South Central",-0.000347433336228624,0.062,0.032,20760.257,331966,0.0323474333362286,1,1,0
"434",2020-10-01,"East South Central",0.00230737297380784,0.053,0.032,20877.365,332041,0.0296926270261922,1,1,0
"435",2020-11-01,"East South Central",-0.00105952610287035,0.05,0.029,20662.384,332079,0.0300595261028703,1,1,0
"436",2020-12-01,"East South Central",0.00452222543631288,0.05,0.025,20779.743,332062,0.0204777745636871,1,1,0
"437",2021-01-01,"East South Central",0.00861977941811686,0.054,0.021,21103.554,332007,0.0123802205818831,1,1,1
"438",2021-02-01,"East South Central",0.00598608639378746,0.051,0.022,20796.996,331983,0.0160139136062125,1,1,1
"439",2021-03-01,"East South Central",0.0105102832384159,0.048,0.025,21279.419,332023,0.0144897167615841,1,1,1
"440",2021-04-01,"East South Central",0.00797625846073194,0.043,0.025,21392.051,332089,0.0170237415392681,1,1,1
"441",2021-05-01,"East South Central",0.0110709675022523,0.043,0.025,21372.924,332161,0.0139290324977477,1,1,1
"442",2021-06-01,"East South Central",0.00937893276747413,0.054,0.024,21406.61,332249,0.0146210672325259,1,1,1
"443",2021-07-01,"East South Central",0.00374037603975175,0.048,0.033,21534.529,332375,0.0292596239602483,1,1,1
"444",2021-08-01,"East South Central",-0.000525871995502951,0.043,0.034,21554.189,332506,0.034525871995503,1,1,1
"445",2021-09-01,"East South Central",0.00122465641583894,0.037,0.03,21630.124,332610,0.0287753435841611,1,1,1
"446",2021-10-01,"East South Central",0.0087976805291292,0.035,0.035,21910.79,332708,0.0262023194708708,1,1,1
"447",2021-11-01,"East South Central",0.0040596006861804,0.031,0.038,21889.444,332806,0.0339403993138196,1,1,1
"448",2021-12-01,"East South Central",-0.00195003264962926,0.03,0.04,22085.674,332891,0.0419500326496293,1,1,1
"449",2022-01-01,"East South Central",0.00710732691015005,0.039,0.044,21919.366,332933,0.03689267308985,1,1,1
"450",2022-02-01,"East South Central",0.0105902036166881,0.036,0.045,21878.75,332972,0.0344097963833119,1,1,1
"451",2022-03-01,"East South Central",0.0147677838637524,0.033,0.045,21918.133,333067,0.0302322161362476,1,1,1
"452",2022-04-01,"East South Central",0.00701175858029251,0.029,0.048,21942.301,333191,0.0409882414197075,1,1,1
"453",2022-05-01,"East South Central",0.0107029290866316,0.032,0.051,21936.131,333317,0.0402970709133684,1,1,1
"454",2022-06-01,"East South Central",0.0159184891503603,0.04,0.055,21883.98,333451,0.0390815108496397,1,1,1
"455",2022-07-01,"East South Central",-0.000184638109305807,0.038,0.049,21953.155,333599,0.0491846381093058,1,1,1
"456",2022-08-01,"East South Central",-0.00501972634936623,0.035,0.049,22185.761,333762,0.0540197263493662,1,1,1
"457",2022-09-01,"East South Central",6.74923227483699e-05,0.032,0.052,22066.351,333925,0.0519325076772516,1,1,1
"458",2022-10-01,"East South Central",0.00343344018896572,0.033,0.049,22231.955,334071,0.0455665598110343,1,1,1
"459",2022-11-01,"East South Central",-0.00098363136522993,0.031,0.051,22262.038,334206,0.0519836313652299,1,1,1
"460",2022-12-01,"East South Central",-0.000134646133131409,0.029,0.052,22259.166,334326,0.0521346461331314,1,1,1
"461",2023-01-01,"East South Central",0.00838285050583273,0.035,0.056,22415.615,334433,0.0476171494941673,1,1,1
"462",2023-02-01,"East South Central",0.00970703614055585,0.035,0.06,22354.843,334544,0.0502929638594442,1,1,1
"463",2023-03-01,"East South Central",0.00255428897357259,0.032,0.062,22444.569,334664,0.0594457110264274,1,1,1
"464",2023-04-01,"East South Central",0.00648900908626182,0.026,0.056,22439.623,334792,0.0495109909137382,1,1,1
"465",2023-05-01,"East South Central",0.00407965986450278,0.031,0.054,22571.293,334929,0.0499203401354972,1,1,1
"466",2023-06-01,"East South Central",0.00420178351432278,0.038,0.054,22612.29,335080,0.0497982164856772,1,1,1
"467",2023-07-01,"East South Central",0.00246177345184521,0.036,0.055,22692.347,335248,0.0525382265481548,1,1,1
"468",2023-08-01,"East South Central",0.00367143493941718,0.035,0.058,22827.169,335431,0.0543285650605828,1,1,1
"469",2023-09-01,"East South Central",0.00130008559569762,0.033,0.062,22828.208,335612,0.0606999144043024,1,1,1
"470",2023-10-01,"East South Central",-0.000637101912112142,0.032,0.063,22801.215,335773,0.0636371019121121,1,1,1
"471",2023-11-01,"East South Central",-0.00293737895416401,0.03,0.061,22925.249,335925,0.063937378954164,1,1,1
"472",2023-12-01,"East South Central",-0.00299459354462746,0.031,0.061,23160.058,336070,0.0639945935446275,1,1,1
"473",2024-01-01,"East South Central",0.00747649895280301,0.038,0.059,22957.423,336194,0.051523501047197,1,1,1
"474",2024-02-01,"East South Central",0.00905670107246163,0.035,0.054,23107.433,336306,0.0449432989275384,1,1,1
"475",2024-03-01,"East South Central",0.00718671894339266,0.034,0.051,23100.549,336423,0.0438132810566073,1,1,1
"476",2024-04-01,"East South Central",0.00566870951629658,0.029,0.056,23165.934,336550,0.0503312904837034,1,1,1
"477",2024-05-01,"East South Central",0.00241237405988362,0.031,0.055,23248.626,336687,0.0525876259401164,1,1,1
"478",2024-06-01,"East South Central",0.000566251415628561,0.038,0.053,23261.861,336839,0.0524337485843714,1,1,1
"479",2024-07-01,"East South Central",0.0007309941520467,0.038,0.054,23385.227,337005,0.0532690058479533,1,1,1
"480",2024-08-01,"East South Central",0.00100536456247006,0.038,0.05,23427.13,337185,0.0489946354375299,1,1,1
"481",2018-01-01,"West South Central",0.00287000000000006,0.043,0.027,20001.73,327969,0.0241299999999999,0,0,0
"482",2018-02-01,"West South Central",0.00526488976637043,0.042,0.026,20097.48,328085,0.0207351102336296,0,0,0
"483",2018-03-01,"West South Central",-0.000525715419332414,0.04,0.027,20032.979,328219,0.0275257154193324,0,0,0
"484",2018-04-01,"West South Central",0.00604394513804802,0.037,0.025,20090.314,328364,0.018956054861952,0,0,0
"485",2018-05-01,"West South Central",0.00371901234080762,0.037,0.026,20178.485,328521,0.0222809876591924,0,0,0
"486",2018-06-01,"West South Central",0.00378385815937405,0.044,0.027,20182.623,328692,0.023216141840626,0,0,0
"487",2018-07-01,"West South Central",-0.000724545445644386,0.042,0.026,20258.177,328863,0.0267245454456444,0,0,0
"488",2018-08-01,"West South Central",-0.000872044601651972,0.04,0.027,20287.991,329040,0.027872044601652,0,0,0
"489",2018-09-01,"West South Central",-0.000529567519858802,0.038,0.026,20282.317,329216,0.0265295675198588,0,0,0
"490",2018-10-01,"West South Central",0.00204089642450644,0.036,0.026,20285.465,329379,0.0239591035754936,0,0,0
"491",2018-11-01,"West South Central",-0.00464141631741794,0.035,0.027,20302.399,329527,0.0316414163174179,0,0,0
"492",2018-12-01,"West South Central",-0.00653221839645845,0.037,0.028,20326.767,329659,0.0345322183964584,0,0,0
"493",2019-01-01,"West South Central",0.000831798467114144,0.043,0.028,20439.896,329766,0.0271682015328859,0,0,0
"494",2019-02-01,"West South Central",0.0044721480162265,0.039,0.028,20397.279,329862,0.0235278519837735,0,0,0
"495",2019-03-01,"West South Central",0.00591989913516281,0.035,0.026,20457.77,329977,0.0200801008648372,0,0,0
"496",2019-04-01,"West South Central",0.00638445795756099,0.031,0.027,20529.751,330103,0.020615542042439,0,0,0
"497",2019-05-01,"West South Central",-0.000418389686207797,0.033,0.027,20572.892,330240,0.0274183896862078,0,0,0
"498",2019-06-01,"West South Central",0.000661916442783143,0.039,0.028,20704.215,330393,0.0273380835572169,0,0,0
"499",2019-07-01,"West South Central",0.00254863813229572,0.04,0.03,20808.131,330553,0.0274513618677043,0,0,0
"500",2019-08-01,"West South Central",-0.00188236207331512,0.038,0.03,20841.719,330729,0.0318823620733151,0,0,0
"501",2019-09-01,"West South Central",0.000836022864253203,0.035,0.031,20880.121,330904,0.0301639771357468,0,0,0
"502",2019-10-01,"West South Central",0.00232142510247299,0.034,0.03,20901.125,331066,0.027678574897527,0,0,0
"503",2019-11-01,"West South Central",-0.00181213842024166,0.034,0.031,21031.694,331213,0.0328121384202417,0,0,0
"504",2019-12-01,"West South Central",-0.00185426091683982,0.033,0.033,21023.709,331345,0.0348542609168398,0,0,0
"505",2020-01-01,"West South Central",0.00211058697660846,0.038,0.037,20997.514,331443,0.0348894130233915,1,0,0
"506",2020-02-01,"West South Central",0.0010191008618682,0.035,0.039,21065.812,331525,0.0379808991381318,1,0,0
"507",2020-03-01,"West South Central",-0.000775667316288027,0.053,0.038,20017.153,331642,0.038775667316288,1,0,0
"508",2020-04-01,"West South Central",-0.0108095519954977,0.122,0.038,18205.46,331699,0.0488095519954977,1,0,0
"509",2020-05-01,"West South Central",-0.00243273201691146,0.115,0.038,18963.824,331701,0.0404327320169115,1,0,0
"510",2020-06-01,"West South Central",0.00638182801514333,0.102,0.038,20003.128,331744,0.0316181719848567,1,0,0
"511",2020-07-01,"West South Central",0.00697647150785598,0.096,0.036,20343.438,331811,0.029023528492144,1,1,0
"512",2020-08-01,"West South Central",0.00233848900619069,0.077,0.038,20546.906,331885,0.0356615109938093,1,1,0
"513",2020-09-01,"West South Central",0.00297195519801729,0.076,0.039,20760.257,331966,0.0360280448019827,1,1,0
"514",2020-10-01,"West South Central",-0.000193039013184526,0.065,0.04,20877.365,332041,0.0401930390131845,1,1,0
"515",2020-11-01,"West South Central",-0.00196937810128776,0.065,0.038,20662.384,332079,0.0399693781012878,1,1,0
"516",2020-12-01,"West South Central",0.00260200034822301,0.064,0.035,20779.743,332062,0.032397999651777,1,1,0
"517",2021-01-01,"West South Central",0.00443796972532834,0.068,0.031,21103.554,332007,0.0265620302746717,1,1,1
"518",2021-02-01,"West South Central",0.00550374119929684,0.066,0.032,20796.996,331983,0.0264962588007032,1,1,1
"519",2021-03-01,"West South Central",0.00841580375224485,0.061,0.032,21279.419,332023,0.0235841962477552,1,1,1
"520",2021-04-01,"West South Central",0.00747406810969546,0.057,0.032,21392.051,332089,0.0245259318903045,1,1,1
"521",2021-05-01,"West South Central",0.00912048441995599,0.055,0.03,21372.924,332161,0.020879515580044,1,1,1
"522",2021-06-01,"West South Central",0.00846968059334358,0.062,0.03,21406.61,332249,0.0215303194066564,1,1,1
"523",2021-07-01,"West South Central",0.00598708342187684,0.056,0.031,21534.529,332375,0.0250129165781232,1,1,1
"524",2021-08-01,"West South Central",0.002856329387129,0.052,0.031,21554.189,332506,0.028143670612871,1,1,1
"525",2021-09-01,"West South Central",0.00248186680342883,0.047,0.03,21630.124,332610,0.0275181331965712,1,1,1
"526",2021-10-01,"West South Central",0.00908069393310982,0.044,0.031,21910.79,332708,0.0219193060668902,1,1,1
"527",2021-11-01,"West South Central",0.00497931321690804,0.041,0.031,21889.444,332806,0.026020686783092,1,1,1
"528",2021-12-01,"West South Central",0.00286468420910391,0.038,0.033,22085.674,332891,0.0301353157908961,1,1,1
"529",2022-01-01,"West South Central",0.00807545474960702,0.044,0.037,21919.366,332933,0.028924545250393,1,1,1
"530",2022-02-01,"West South Central",0.0123235671514114,0.041,0.039,21878.75,332972,0.0266764328485886,1,1,1
